"study_id","sample_id","author","pub_year","yi","vi","pub_type","n","ed_level1","ed_level2","country","perc_white","age","perc_female","ei_construct","ei_stream","ei_measure","subject","humanities","achievement_type"
66,69,"Evenson",2008,0.368486365869784,0.00754416568354024,1,100,2,2,"USA",94,20.12,75,0,3,3.1,0,0,0
66,69,"Evenson",2008,0.487013032275782,0.00587769463201132,1,100,2,2,"USA",94,20.12,75,8,3,3.1,0,0,0
67,70,"Fahim & Pishghadam",2007,0.195526591907836,0.00182445815812871,3,508,2,2,"Iran",NA,21.3,73.62,8,3,3.1,0,0,0
67,70,"Fahim & Pishghadam",2007,0.243640774876017,0.00174517170303625,3,508,2,2,"Iran",NA,21.3,73.62,9,3,3.1,0,0,0
67,70,"Fahim & Pishghadam",2007,0.275444731935476,0.00168445093866526,3,508,2,2,"Iran",NA,21.3,73.62,6,3,3.1,0,0,0
67,70,"Fahim & Pishghadam",2007,0.29125500928486,0.00165194690312342,3,508,2,2,"Iran",NA,21.3,73.62,5,3,3.1,0,0,0
67,70,"Fahim & Pishghadam",2007,0.338280634841443,0.00154679983431495,3,508,2,2,"Iran",NA,21.3,73.62,0,3,3.1,0,0,0
67,70,"Fahim & Pishghadam",2007,0.3538105307969,0.00150948071519668,3,508,2,2,"Iran",NA,21.3,73.62,7,3,3.1,0,0,0
68,71,"Fallahzadeh",2011,-0.0382053346330914,0.00449136412334345,3,223,2,2,"Iran",NA,22.92,68.6,9,3,3.1,0,0,0
68,71,"Fallahzadeh",2011,0,0.0045045045045045,3,223,2,2,"Iran",NA,22.92,68.6,5,3,3.1,0,0,0
68,71,"Fallahzadeh",2011,0.073370135147757,0.00445613795102938,3,223,2,2,"Iran",NA,22.92,68.6,6,3,3.1,0,0,0
68,71,"Fallahzadeh",2011,0.221900930618009,0.00407182222453903,3,223,2,2,"Iran",NA,22.92,68.6,0,3,3.1,0,0,0
68,71,"Fallahzadeh",2011,0.12888761376932,0.00435608975289166,3,223,2,2,"Iran",NA,22.92,68.6,7,3,3.1,0,0,0
68,71,"Fallahzadeh",2011,0.123616171601223,0.00436789005365354,3,223,2,2,"Iran",NA,22.92,68.6,8,3,3.1,0,0,0
69,72,"Fannin",2002,0.377306914030292,0.00645215350271895,1,115,1,1,"USA",NA,13.6,62.6,0,1,1.2,2,0,0
69,72,"Fannin",2002,0.441705798656555,0.00568296097005286,1,115,1,1,"USA",NA,13.6,62.6,0,1,1.2,3,0,0
69,72,"Fannin",2002,0.519466211966023,0.00467654483976697,1,115,1,1,"USA",NA,13.6,62.6,0,1,1.2,4,0,0
69,72,"Fannin",2002,0.534624699570649,0.00447410503541581,1,115,1,1,"USA",NA,13.6,62.6,1,1,1.2,0,0,0
69,72,"Fannin",2002,0.579270502056184,0.00387270235885877,1,115,1,1,"USA",NA,13.6,62.6,0,1,1.2,1,0,0
69,72,"Fannin",2002,0.698841321872156,0.00229610394733055,1,115,1,1,"USA",NA,13.6,62.6,4,1,1.2,1,1,1
69,72,"Fannin",2002,0.711186366098027,0.0021425213247361,1,115,1,1,"USA",NA,13.6,62.6,0,1,1.2,1,1,1
70,73,"Fatum",2008,-0.0134239644277093,0.0135086436058263,1,75,0,0,"USA",74,10,54.7,0,3,NA,2,1,1
70,73,"Fatum",2008,0.089458504994439,0.0132980864454344,1,75,0,0,"USA",74,10,54.7,0,3,NA,3,1,1
70,73,"Fatum",2008,0.313607433390131,0.0109861270763114,1,75,0,0,"USA",74,10,54.7,0,3,NA,1,1,1
71,74,"Fayombo, Study 1",2012,-0.693190108617123,0.00179911489954399,0,151,2,2,"Barbados",NA,22.8,58.28,NA,3,NA,6,1,1
71,74,"Fayombo, Study 1",2012,0.266431440974469,0.00575378363955803,0,151,2,2,"Barbados",NA,22.8,58.28,NA,3,NA,6,1,1
71,74,"Fayombo, Study 1",2012,0.476872433058468,0.00397932968793272,0,151,2,2,"Barbados",NA,22.8,58.28,NA,3,NA,6,1,1
71,74,"Fayombo, Study 1",2012,0.476872433058468,0.00397932968793272,0,151,2,2,"Barbados",NA,22.8,58.28,NA,3,NA,6,1,1
71,74,"Fayombo, Study 1",2012,0.51695642643311,0.00357954288971037,0,151,2,2,"Barbados",NA,22.8,58.28,NA,3,NA,6,1,1
71,74,"Fayombo, Study 1",2012,0.619946493123601,0.00252696699455303,0,151,2,2,"Barbados",NA,22.8,58.28,NA,3,NA,6,1,1
72,76,"Feldman",2004,0.0483782804031,0.0129262930092753,1,78,2,1,"USA",38.1,17.74,73.8,0,1,1.1,0,1,1
72,76,"Feldman",2004,-0.366298651613725,0.00973575904357694,1,78,2,2,"USA",38.1,17.74,73.8,0,1,1.1,0,0,0
72,76,"Feldman",2004,-0.352818909831429,0.0099549766063029,1,78,2,2,"USA",38.1,17.74,73.8,0,1,1.1,0,0,0
72,76,"Feldman",2004,-0.203977368960069,0.0119287998567329,1,78,2,2,"USA",38.1,17.74,73.8,0,1,1.1,0,0,0
72,76,"Feldman",2004,0.027225078058714,0.0129677680471956,1,78,2,2,"USA",38.1,17.74,73.8,0,1,1.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.0126243759113839,0.00335463515324176,0,299,2,1,"Canada",NA,20,71,7,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.109454022403704,0.0032757824118943,0,299,2,1,"Canada",NA,20,71,8,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.114437136648882,0.00326838854031667,0,299,2,1,"Canada",NA,20,71,9,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.126955360476576,0.00324840420124482,0,299,2,1,"Canada",NA,20,71,6,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.143749156503394,0.00321845420626151,0,299,2,1,"Canada",NA,20,71,0,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.235003226722154,0.00299529172816372,0,299,2,1,"Canada",NA,20,71,5,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,-0.0550023660010983,0.00333543164989342,0,299,2,2,"Canada",NA,20,71,7,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.0415174354704847,0.00334414622898255,0,299,2,2,"Canada",NA,20,71,6,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.10433971137667,0.00328303681589808,0,299,2,2,"Canada",NA,20,71,8,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.121405133685824,0.00325751285650091,0,299,2,2,"Canada",NA,20,71,5,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.128157214889862,0.00324637991021864,0,299,2,2,"Canada",NA,20,71,0,3,3.1,0,0,0
77,81,"Garg, Levin, & Tremblay",2016,0.138472027137169,0.00322825052664255,0,299,2,2,"Canada",NA,20,71,9,3,3.1,0,0,0
79,83,"Gibson",2005,-0.223712640628645,0.0231387191191083,1,40,2,2,"USA",87.5,27.2,70,4,1,1.1,0,0,0
79,83,"Gibson",2005,-0.144895389990226,0.0245756776476211,1,40,2,2,"USA",87.5,27.2,70,2,1,1.1,0,0,0
79,83,"Gibson",2005,-0.0575887512928201,0.0254712325739579,1,40,2,2,"USA",87.5,27.2,70,0,1,1.1,0,0,0
79,83,"Gibson",2005,0.0526849496963975,0.0254988794021347,1,40,2,2,"USA",87.5,27.2,70,1,1,1.1,0,0,0
79,83,"Gibson",2005,0.175451688465612,0.0240866928533152,1,40,2,2,"USA",87.5,27.2,70,3,1,1.1,0,0,0
79,83,"Gibson",2005,-0.0159375738744699,0.0256280013332608,1,40,2,2,"USA",87.5,27.2,70,0,2,2.2,0,0,0
81,85,"Gilbert, sample 1",2003,-0.199173132750287,0.00521036062297937,1,178,2,2,"UK",NA,28.1,73.5955056179775,NA,2,2.4,3,0,0
81,85,"Gilbert, sample 1",2003,-0.142779826202221,0.0054217143201523,1,178,2,2,"UK",NA,28.1,73.5955056179775,NA,2,NA,3,0,0
81,85,"Gilbert, sample 1",2003,-0.0795514990753619,0.00557843597262871,1,178,2,2,"UK",NA,28.1,73.5955056179775,NA,2,2.4,3,0,0
81,85,"Gilbert, sample 1",2003,-0.0130614449084205,0.00564778997976625,1,178,2,2,"UK",NA,28.1,73.5955056179775,NA,2,2.4,3,0,0
81,85,"Gilbert, sample 1",2003,0,0.00564971751412429,1,178,2,2,"UK",NA,28.1,73.5955056179775,NA,2,NA,3,0,0
81,85,"Gilbert, sample 1",2003,0.0391867832686783,0.00563237937917344,1,178,2,2,"UK",NA,28.1,73.5955056179775,NA,2,2.4,7,0,0
81,85,"Gilbert, sample 1",2003,0.117626522504394,0.00549446009756917,1,178,2,2,"UK",NA,28.1,73.5955056179775,NA,2,2.4,3,0,0
81,85,"Gilbert, sample 1",2003,0.145941386410832,0.00541161506274803,1,178,2,2,"UK",NA,28.1,73.5955056179775,NA,2,2.4,7,0,0
81,85,"Gilbert, sample 1",2003,0.194858401565296,0.00522882549230103,1,178,2,2,"UK",NA,28.1,73.5955056179775,NA,2,NA,7,0,0
81,86,"Gilbert, sample 2",2003,0.0772781283257038,0.00686174892682958,1,145,2,2,"UK",NA,24.2,52.4137931034483,NA,2,NA,4,0,0
81,86,"Gilbert, sample 2",2003,0.118488266790485,0.00675082061087556,1,145,2,2,"UK",NA,24.2,52.4137931034483,NA,2,2.4,4,0,0
81,86,"Gilbert, sample 2",2003,0.391795078214758,0.004976086958764,1,145,2,2,"UK",NA,24.2,52.4137931034483,NA,2,2.4,4,0,0
84,88,"Glickman-Rogers, Sample 1",2010,0.236603580238997,0.00420363864366017,1,213,1,1,"USA",NA,12,0,4,1,1.1,2,0,0
84,88,"Glickman-Rogers, Sample 1",2010,0.366038294335752,0.00353765875111847,1,213,1,1,"USA",NA,12,0,4,1,1.1,1,0,0
84,88,"Glickman-Rogers, Sample 1",2010,0.612785370443845,0.00183958900074368,1,213,1,1,"USA",NA,12,0,3,1,1.1,2,0,0
84,88,"Glickman-Rogers, Sample 1",2010,0.672710774091884,0.00141373908666772,1,213,1,1,"USA",NA,12,0,3,1,1.1,1,0,0
84,89,"Glickman-Rogers, Sample 2",2010,0.402768290603665,0.00358097694622753,1,197,1,1,"USA",NA,12,100,4,1,1.1,2,0,0
84,89,"Glickman-Rogers, Sample 2",2010,0.442571863740557,0.00329910862643658,1,197,1,1,"USA",NA,12,100,4,1,1.1,1,0,0
84,89,"Glickman-Rogers, Sample 2",2010,0.520362780255555,0.00271308962600364,1,197,1,1,"USA",NA,12,100,3,1,1.1,1,0,0
84,89,"Glickman-Rogers, Sample 2",2010,0.527679926872802,0.00265632664829446,1,197,1,1,"USA",NA,12,100,3,1,1.1,2,0,0
86,92,"Goodwin",2016,0.309407816320578,0.00415075356024904,1,198,2,2,"USA",38.4,30.43,51,5,3,NA,0,0,0
86,92,"Goodwin",2016,0.466986144471466,0.00310357893049894,1,198,2,2,"USA",38.4,30.43,51,6,3,NA,0,0,0
86,92,"Goodwin",2016,0.476363604898757,0.00303375205514842,1,198,2,2,"USA",38.4,30.43,51,NA,3,NA,0,0,0
86,92,"Goodwin",2016,0.493788457210103,0.00290252560770766,1,198,2,2,"USA",38.4,30.43,51,NA,3,NA,0,0,0
89,95,"Hall & West",2011,0.0841613501059905,0.0135052589735297,0,74,2,1,"USA",NA,23,NA,0,1,1.1,0,1,1
89,95,"Hall & West",2011,-0.057695760110549,0.0136075819102036,0,74,2,2,"USA",NA,23,NA,0,1,1.1,0,0,0
89,95,"Hall & West",2011,0.183556275457841,0.0127910876631826,0,74,2,2,"USA",NA,23,NA,0,1,1.1,0,1,1
95,102,"Hogan",2003,0.0379292584366271,0.00148381668506142,1,673,2,1,"Canada",NA,20.56,70.58,5,3,3.1,0,0,0
95,102,"Hogan",2003,0.0666576824754521,0.00147490066841465,1,673,2,1,"Canada",NA,20.56,70.58,6,3,3.1,0,0,0
95,102,"Hogan",2003,0.156148316414689,0.00141641354606401,1,673,2,1,"Canada",NA,20.56,70.58,0,3,3.1,0,0,0
95,102,"Hogan",2003,0.114414367394328,0.00144938998529553,1,673,2,1,"Canada",NA,20.56,70.58,8,3,3.1,0,0,0
95,102,"Hogan",2003,0.135922978935648,0.00143361787990508,1,673,2,1,"Canada",NA,20.56,70.58,7,3,3.1,0,0,0
95,102,"Hogan",2003,-0.0402564736561194,0.00148327598057884,1,673,2,2,"Canada",NA,20.56,70.58,5,3,3.1,0,0,0
95,102,"Hogan",2003,-0.0141549232629467,0.00148749898279719,1,673,2,2,"Canada",NA,20.56,70.58,6,3,3.1,0,0,0
95,102,"Hogan",2003,0.0302502211218805,0.00148537304405955,1,673,2,2,"Canada",NA,20.56,70.58,0,3,3.1,0,0,0
95,102,"Hogan",2003,0.0410784445219021,0.00148307733666721,1,673,2,2,"Canada",NA,20.56,70.58,7,3,3.1,0,0,0
95,102,"Hogan",2003,0.0465319764944965,0.00148165809304408,1,673,2,2,"Canada",NA,20.56,70.58,8,3,3.1,0,0,0
97,104,"Holt",2007,0.071981237164472,0.00804605080363194,1,124,2,1,"USA",31,26.5,65,0,1,1.1,0,1,1
97,104,"Holt",2007,0.0965442953570662,0.00797922988128994,1,124,2,1,"USA",31,26.5,65,4,1,1.1,0,1,1
97,104,"Holt",2007,0.105695362587431,0.00794944539254785,1,124,2,1,"USA",31,26.5,65,3,1,1.1,0,1,1
97,104,"Holt",2007,0.0799226390964529,0.00802654914889635,1,124,2,1,"USA",31,26.5,65,2,1,1.1,0,1,1
97,104,"Holt",2007,0.0851164431841425,0.00801270625573466,1,124,2,1,"USA",31,26.5,65,1,1,1.1,0,1,1
97,104,"Holt",2007,0.00535750750679232,0.00812961459390638,1,124,2,2,"USA",31,26.5,65,1,1,1.1,0,0,0
97,104,"Holt",2007,0.0146200427442111,0.00812660613323185,1,124,2,2,"USA",31,26.5,65,2,1,1.1,0,0,0
97,104,"Holt",2007,0.132927356365842,0.00784530775222477,1,124,2,2,"USA",31,26.5,65,3,1,1.1,0,0,0
97,104,"Holt",2007,0.144293373600666,0.00779505968393646,1,124,2,2,"USA",31,26.5,65,0,1,1.1,0,0,0
97,104,"Holt",2007,0.407112752550113,0.00565844247139988,1,124,2,2,"USA",31,26.5,65,4,1,1.1,0,0,0
98,105,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.0665228532943531,0.00832915128714985,0,120,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,105,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.0665228532943531,0.00832915128714985,0,120,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,105,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.0780996211639956,0.00830116052830554,0,120,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,105,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.155643322349692,0.00800115256699705,0,120,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,105,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.198661695723088,0.00775314843283712,0,120,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,105,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.432825917742403,0.00554974016106663,0,120,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,106,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0,0.00952380952380952,0,106,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,106,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.0350102906672556,0.00950047677605158,0,106,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,106,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.104874139684631,0.00931546474787295,0,106,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,106,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.215130485860775,0.00866266372119531,0,106,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,106,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.328304575287174,0.00758142456695355,0,106,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
98,106,"Humphrey-Murto, Leddy, Wood, Puddester & Moineau",2014,0.346717529552286,0.00737166748249848,0,106,2,2,"Canada",NA,26.31,NA,0,1,1.1,7,0,0
100,108,"Izaguirre",2008,0.00237709947764347,0.00505044797387917,1,199,2,2,"USA",29.6,20.7,54.8,7,3,3.1,0,0,0
100,108,"Izaguirre",2008,0.0473132093259451,0.0050279188459944,1,199,2,2,"USA",29.6,20.7,54.8,5,3,3.1,0,0,0
100,108,"Izaguirre",2008,0.0759791721698747,0.00499236190107132,1,199,2,2,"USA",29.6,20.7,54.8,9,3,3.1,0,0,0
100,108,"Izaguirre",2008,0.0830431493228437,0.0049810870090301,1,199,2,2,"USA",29.6,20.7,54.8,0,3,3.1,0,0,0
100,108,"Izaguirre",2008,0.113821895085858,0.00492048987577773,1,199,2,2,"USA",29.6,20.7,54.8,6,3,3.1,0,0,0
100,108,"Izaguirre",2008,0.113760657071763,0.00492062882774492,1,199,2,2,"USA",29.6,20.7,54.8,8,3,3.1,0,0,0
102,110,"Jaeger, Sample 1",2003,0.158646333665131,0.00805335714435944,0,119,2,2,"USA",71,26.31,62,5,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.168001616933027,0.00800294523949004,0,119,2,2,"USA",71,26.31,62,5,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.207568822066678,0.00776005652179946,0,119,2,2,"USA",71,26.31,62,7,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.311435313885733,0.00691036889672141,0,119,2,2,"USA",71,26.31,62,6,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.251931414375362,0.00743296181698701,0,119,2,2,"USA",71,26.31,62,7,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.318525093236706,0.00684218053737935,0,119,2,2,"USA",71,26.31,62,6,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.313278825702664,0.00689275360505402,0,119,2,2,"USA",71,26.31,62,0,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.345637560581397,0.00657068912625585,0,119,2,2,"USA",71,26.31,62,9,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.348510464820517,0.00654096044636934,0,119,2,2,"USA",71,26.31,62,0,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.409773823312527,0.00586750962490356,0,119,2,2,"USA",71,26.31,62,8,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.41264725127168,0.00583422886048333,0,119,2,2,"USA",71,26.31,62,8,3,3.1,4,0,0
102,110,"Jaeger, Sample 1",2003,0.498050252629419,0.00479171784312654,0,119,2,2,"USA",71,26.31,62,9,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,-0.151516803398964,0.0318204118704671,0,31,2,2,"USA",71,26.31,62,6,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.0187217934439863,0.0333099703918207,0,31,2,2,"USA",71,26.31,62,9,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.110815694445465,0.0325196855010186,0,31,2,2,"USA",71,26.31,62,7,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.133231771450095,0.0321604559225943,0,31,2,2,"USA",71,26.31,62,0,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.141522689551692,0.0320114601457498,0,31,2,2,"USA",71,26.31,62,8,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.203454096551748,0.0306308762926867,0,31,2,2,"USA",71,26.31,62,6,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.190414350172361,0.03095997886165,0,31,2,2,"USA",71,26.31,62,5,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.373822563651048,0.0246680524749146,0,31,2,2,"USA",71,26.31,62,8,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.441757880534143,0.0215927827411645,0,31,2,2,"USA",71,26.31,62,9,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.566291919870944,0.0153822259653335,0,31,2,2,"USA",71,26.31,62,5,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.7044975164426,0.00845656052172692,0,31,2,2,"USA",71,26.31,62,0,3,3.1,4,0,0
102,111,"Jaeger, Sample 2",2003,0.716627397841864,0.00788763020021836,0,31,2,2,"USA",71,26.31,62,7,3,3.1,4,0,0
105,114,"Johnson",2008,-0.0431073726709584,0.00905715419926768,1,111,2,2,"USA",45.9,34.12,66.7,2,1,1.1,0,0,0
105,114,"Johnson",2008,0.0106002975419609,0.00908886618191119,1,111,2,2,"USA",45.9,34.12,66.7,1,1,1.1,0,0,0
105,114,"Johnson",2008,0.0107200229868924,0.00908881977655157,1,111,2,2,"USA",45.9,34.12,66.7,4,1,1.1,0,0,0
105,114,"Johnson",2008,0.136306458001705,0.00875623904540618,1,111,2,2,"USA",45.9,34.12,66.7,3,1,1.1,0,0,0
107,116,"Jones",2014,0.45059712599727,0.0171661836787868,1,38,1,1,"USA",NA,17.5,73.68,0,1,1.1,0,0,0
108,117,"Jordan, McRorie & Ewing",2010,-0.309896002338361,0.00961355010502216,0,86,1,1,"Ireland",NA,12,43,7,3,3.1,3,0,0
108,117,"Jordan, McRorie & Ewing",2010,-0.304010042398402,0.00969056039878785,0,86,1,1,"Ireland",NA,12,43,7,3,3.1,0,0,0
108,117,"Jordan, McRorie & Ewing",2010,-0.165317446489964,0.0111304377049012,0,86,1,1,"Ireland",NA,12,43,7,3,3.1,2,0,0
108,117,"Jordan, McRorie & Ewing",2010,-0.106713798870504,0.0114982825064031,0,86,1,1,"Ireland",NA,12,43,5,3,3.1,3,0,0
108,117,"Jordan, McRorie & Ewing",2010,-0.0848790645283912,0.0115957999175293,0,86,1,1,"Ireland",NA,12,43,5,3,3.1,1,0,0
108,117,"Jordan, McRorie & Ewing",2010,-0.0750665971917149,0.0116324913544665,0,86,1,1,"Ireland",NA,12,43,5,3,3.1,0,0,0
108,117,"Jordan, McRorie & Ewing",2010,-0.0217405679865918,0.0117535872800875,0,86,1,1,"Ireland",NA,12,43,5,3,3.1,2,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.0319275919940275,0.0117407329041933,0,86,1,1,"Ireland",NA,12,43,0,3,3.1,3,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.0689645655457434,0.0116530635057986,0,86,1,1,"Ireland",NA,12,43,0,3,3.1,0,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.0860473466885999,0.0115911356427271,0,86,1,1,"Ireland",NA,12,43,6,3,3.1,1,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.0970629391705623,0.0115440744818282,0,86,1,1,"Ireland",NA,12,43,0,3,3.1,2,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.185710894871245,0.0109672045435336,0,86,1,1,"Ireland",NA,12,43,6,3,3.1,2,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.274549607724457,0.0100579622512759,0,86,1,1,"Ireland",NA,12,43,6,3,3.1,0,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.289262320837609,0.00987830280684726,0,86,1,1,"Ireland",NA,12,43,7,3,3.1,1,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.302243211696554,0.00971344799623489,0,86,1,1,"Ireland",NA,12,43,6,3,3.1,3,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.314282707618659,0.00955539985238283,0,86,1,1,"Ireland",NA,12,43,0,3,3.1,1,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.391129851354802,0.00844045344249937,0,86,1,1,"Ireland",NA,12,43,8,3,3.1,3,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.412045396575979,0.00810897540127763,0,86,1,1,"Ireland",NA,12,43,8,3,3.1,2,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.427319025911867,0.00786047324959573,0,86,1,1,"Ireland",NA,12,43,8,3,3.1,0,0,0
108,117,"Jordan, McRorie & Ewing",2010,0.630584227503863,0.00426872734954886,0,86,1,1,"Ireland",NA,12,43,8,3,3.1,1,0,0
110,119,"Kaliska",2015,0.0510844519760918,0.0059213545693785,0,169,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,1,0,0
110,119,"Kaliska",2015,0.153265361311766,0.00567601935044386,0,169,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,1,0,0
110,119,"Kaliska",2015,0.217145199806358,0.00540428118494468,0,169,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,1,0,0
110,119,"Kaliska",2015,0.217145199806358,0.00540428118494468,0,169,1,1,"Slovak Republic",NA,17.5,NA,0,3,3.2,1,0,0
110,119,"Kaliska",2015,0.229923372985196,0.00533967361720195,0,169,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,2,0,0
110,119,"Kaliska",2015,0.242702391007141,0.00527179067321066,0,169,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,2,0,0
110,119,"Kaliska",2015,0.281044984581771,0.00504920396572419,0,169,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,2,0,0
110,119,"Kaliska",2015,0.293827852511757,0.00496895288726865,0,169,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,1,0,0
110,119,"Kaliska",2015,0.33218312602854,0.00471121963959138,0,169,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,2,0,0
110,119,"Kaliska",2015,0.370549394482749,0.00442999681300048,0,169,1,1,"Slovak Republic",NA,17.5,NA,0,3,3.2,2,0,0
113,122,"Khajehpour",2011,0.385515441581861,0.00242422820658269,3,300,1,1,"Iran",NA,16.5,50,0,2,2.2,0,0,0
114,123,"Killen",2016,0.703708155629511,0.00566261826914552,1,46,1,1,"USA",39.1304347826087,12.5,28,0,3,3.1,0,0,0
115,125,"Kracher",2009,0.0165456978271056,0.00925419032140213,1,109,2,2,"USA",93.6,36.52,95.4,0,3,3.1,0,0,0
116,126,"Kumar, Manjunath & Sowmya",2016,0.342421944020248,0.00391579216452834,0,200,2,2,"India",NA,23.51,65.5,0,3,NA,0,1,1
117,127,"Kumar, Mehta & Maheshwari",2013,0.0889896726971097,0.00219203650207322,0,450,1,1,"India",NA,15.2,0,0,3,NA,0,1,1
118,128,"Kvapil",2007,-0.178991972386092,0.00397012792021912,1,237,1,1,"USA",19.8,14,44.7,1,1,1.1,0,0,0
118,128,"Kvapil",2007,-0.109160931724262,0.00413690582891626,1,237,1,1,"USA",19.8,14,44.7,1,1,1.1,1,0,0
118,128,"Kvapil",2007,-0.0425602332834378,0.00422195141593017,1,237,1,1,"USA",19.8,14,44.7,1,1,1.1,2,0,0
118,128,"Kvapil",2007,-0.0262014536988738,0.00423147219895166,1,237,1,1,"USA",19.8,14,44.7,1,1,1.1,2,1,1
118,128,"Kvapil",2007,0.0574977136210288,0.00420931760765774,1,237,1,1,"USA",19.8,14,44.7,1,1,1.1,1,1,1
118,128,"Kvapil",2007,0.318819147631404,0.00341966330570654,1,237,1,1,"USA",19.8,14,44.7,2,1,1.1,2,0,0
118,128,"Kvapil",2007,0.21725638254953,0.00384672542448602,1,237,1,1,"USA",19.8,14,44.7,0,1,1.1,2,0,0
118,128,"Kvapil",2007,0.667155754011455,0.00130473542901484,1,237,1,1,"USA",19.8,14,44.7,4,1,1.1,2,0,0
118,128,"Kvapil",2007,0.631312433415992,0.00153277805338726,1,237,1,1,"USA",19.8,14,44.7,4,1,1.1,2,1,1
118,128,"Kvapil",2007,0.646275429379147,0.00143688974741004,1,237,1,1,"USA",19.8,14,44.7,4,1,1.1,0,0,0
